id,text
34335512,"Propn Propn Propn (Propn 11, 600 – 680s), verb adp Propn det Adj, aux det Propn noun adp det Propn noun, pron verb pron noun adp Propn adp det Propn Propn adp Adj noun."
43869726,Propn cconj Propn aux det 2007 Adj noun noun verb adp Propn Propn cconj verb Propn Propn cconj Propn Propn.
52082793,Propn Propn (verb 9 Propn 1975 adp Propn) aux det Adj noun pron verb adp det noun adp det Propn noun adj noun noun. Pron aux noun adp det noun adp det Propn Propn Propn 2001. Adp noun noun pron verb adp Propn Propn Propn adp Propn.
8273434,"Propn Propn Adp det Propn noun 1995 adv noun adp Propn 1994 verb sconj adv noun Propn aux part verb det noun part verb. Adp det Propn Propn pron verb 8 noun – 1999, 2009, 2013, 2015, 2017, 2019, 2021 cconj 2023. Det adv adj aux adp 2015 sconj pron verb 9th."
37897173,Propn noun aux det noun adp pron noun Propn. Pron aux verb adp Propn.
28985107,"Det noun aux adp det noun adp det noun adp Propn Propn, cconj verb adv adp det noun adp Propn, cconj adv adp det noun adp Propn."
29512629,"Det Propn Propn () aux num adj noun noun verb adp det Adj adj noun adv adp det Propn Propn, adp det Propn Propn adp Propn Propn Propn. Pron aux verb adp noun cconj noun noun adp det Propn Propn Propn Propn (1956–60) cconj verb Propn."
65425941,"Adp 1906 pron aux adv adj part verb noun noun, verb adv det adj noun noun, verb adp adj Propn cconj Propn. Num noun adv, adp 1908, pron aux verb adp noun adp det Propn adj noun. Pron aux adp adv verb det noun adp det noun adp det adj adj noun (cconj ""noun""). Pron verb det adj noun adp Propn noun noun, verb adv adp adj noun noun, pron verb verb adp det adj ""Propn"" (adv ""Num-noun noun noun""), sconj det 80% adp noun verb det adj noun adp noun verb det adj noun adp noun adp noun noun adp det adj 5% verb det adj noun. (Det adj noun verb adv adp noun verb adp noun noun cconj noun adp noun, cconj det verb noun aux verb sconj 1918.)"
40673733,"Propn Propn Propn (Propn 13, 1937 – Propn 3, 2017) aux det Adj-Adj noun pron verb adp det noun adp noun noun. Pron aux det noun noun adp Propn Propn adp Propn Propn, Propn Propn adp 1972 adp 1997 adp verb Propn Propn Propn Propn adp Propn, Propn Propn. Pron aux det noun adp det Propn Propn Propn cconj adv verb det Propn noun."
357414,"2008 adv verb adj noun adp Propn Propn noun adp det noun adp det adj, adj noun noun. Det noun verb det Propn noun adp adv 1/3 num adj noun adp noun, part verb adj verb noun verb adp noun adp adj-noun adj noun."
37933082,"Adv adp det noun, det verb noun cconj noun noun aux sconj verb."
17737077,"Propn Propn Propn aux det noun noun adp Propn, Propn, Propn adp det Propn Propn. Pron aux det Propn Num verb noun."
39299950,Det 2007–08 Propn Propn Propn noun aux det 110th noun adp noun noun.
28017802,"Det 1997 Propn Propn Under-16 Propn (verb adp det noun adp 1997 Propn Propn adp Propn) aux det 14th noun adp det Propn Propn Under-16 Propn. Det noun adp Propn, Propn cconj Propn, adp Propn, verb det noun. Propn verb det noun adp det adj noun, det adj sconj det noun adp Propn."
27014228,"Propn aux det noun adp Propn noun, Propn noun, Propn noun. Pron aux verb adp Propn Propn Propn adv adp det Propn Propn. Pron verb det adj Propn Propn. Propn aux verb adp num adp pron adj noun cconj det noun adp Propn."
27580589,"Propn Propn aux det noun cconj noun adp Propn Propn, Propn. Adp det 1998 noun pron verb det noun adp 10417."
60224171,"Propn Propn (9 Propn 1928 – 19 Noun 2012) aux det Adj noun. Pron aux verb adp det Propn adp Propn, adp pron pron verb pron noun adp 1954, pron noun adp 1957, cconj pron noun adp 1964. Sconj adp det Propn adp Propn, pron verb det noun adp det Propn noun adp det Propn-verb noun adp adj cconj adj Adj noun verb adp Propn-verb Propn. Det noun aux sconj aux verb adp det Propn noun. Adp 1973, pron verb det noun adp det Propn Propn adp Propn, sconj pron verb adp part verb verb det Propn adp Propn. Det noun adp det Propn Propn Propn, pron verb pron 1988 noun adp Propn. Adp 1995, pron verb adp det Propn Propn adp Propn; pron verb det noun noun adv det adj noun. Pron verb adp 19 Propn 2012, adp det noun adp 83."
